# timestamp,status,avbikes,avstamps,totstamps
1414300058,1,40,2,42
1414300102,1,41,1,42
1414300705,1,41,1,42
1414300909,1,41,1,42
1414300916,1,42,0,42
1414301520,1,42,0,42
1414302124,1,42,0,42
1414302728,1,42,0,42
1414303332,1,42,0,42
1414303780,1,41,1,42
1414304384,1,41,1,42
1414304987,1,41,1,42
1414305374,1,42,0,42
1414305978,1,42,0,42
1414306582,1,42,0,42
1414307185,1,42,0,42
1414307789,1,42,0,42
1414308393,1,42,0,42
1414308997,1,42,0,42
1414309190,1,42,0,42
1414309543,1,41,1,42
1414310146,1,41,1,42
1414310805,1,42,0,42
1414310940,1,41,1,42
1414311544,1,41,1,42
1414311731,1,40,2,42
1414312335,1,40,2,42
1414312429,1,40,2,42
1414312438,1,39,3,42
1414312815,1,40,2,42
1414313322,1,39,3,42
1414313926,1,39,3,42
1414314529,1,39,3,42
1414314583,1,38,4,42
1414314613,1,39,3,42
1414314757,1,39,3,42
1414314809,1,38,4,42
1414315304,1,37,5,42
1414315908,1,37,5,42
1414316139,1,38,4,42
1414316194,1,37,5,42
1414316268,1,37,5,42
1414316275,1,36,6,42
1414316581,1,37,5,42
1414316839,1,36,6,42
1414317122,1,36,6,42
1414317243,1,35,7,42
1414317322,1,35,7,42
1414317377,1,34,8,42
1414317733,1,35,7,42
1414317897,1,35,7,42
1414318001,1,33,9,42
1414318070,1,32,10,42
1414318133,1,33,9,42
1414318539,1,34,8,42
1414318958,1,32,10,42
1414319022,1,33,9,42
1414319073,1,34,8,42
1414319542,1,35,7,42
1414319836,1,37,5,42
1414319980,1,38,4,42
1414320078,1,37,5,42
1414320332,1,36,6,42
1414320425,1,35,7,42
1414320520,1,36,6,42
1414320577,1,36,5,42
1414320638,1,39,3,42
1414320912,1,37,5,42
1414321167,1,38,4,42
1414321234,1,37,5,42
1414321262,1,38,4,42
1414321362,1,37,5,42
1414321407,1,36,6,42
1414321542,1,37,5,42
1414321619,1,37,5,42
1414321702,1,36,6,42
1414322100,1,38,4,42
1414322270,1,39,3,42
1414322307,1,39,3,42
1414322368,1,39,3,42
1414322448,1,38,4,42
1414322466,1,38,4,42
1414322560,1,38,4,42
1414322582,1,38,4,42
1414322689,1,39,3,42
1414322740,1,40,2,42
1414322800,1,41,1,42
1414323340,1,40,2,42
1414323408,1,41,1,42
1414323434,1,42,0,42
1414323638,1,41,1,42
1414323677,1,42,0,42
1414324280,1,42,0,42
1414324603,1,41,1,42
1414324743,1,42,0,42
1414325280,1,41,1,42
1414325615,1,42,0,42
1414325661,1,42,0,42
1414325729,1,42,0,42
1414325981,1,41,1,42
1414326011,1,42,0,42
1414326527,1,42,0,42
1414326538,1,41,1,42
1414326622,1,42,0,42
1414326815,1,42,0,42
1414326916,1,42,0,42
1414327010,1,41,1,42
1414327042,1,42,0,42
1414327126,1,42,0,42
1414327349,1,41,1,42
1414327603,1,40,2,42
1414328149,1,42,0,42
1414328175,1,42,0,42
1414328259,1,42,0,42
1414328294,1,42,0,42
1414328370,1,42,0,42
1414328434,1,41,0,42
1414328494,1,41,1,42
1414328526,1,42,0,42
1414329132,1,42,0,42
1414329750,1,42,0,42
1414330354,1,42,0,42
1414330946,1,40,2,42
1414331089,1,40,2,42
1414331115,1,41,1,42
1414331506,1,41,1,42
1414331514,1,42,0,42
1414332166,1,41,1,42
1414332208,1,41,1,42
1414332273,1,42,0,42
1414332328,1,41,1,42
1414332406,1,41,1,42
1414332468,1,41,1,42
1414332520,1,42,0,42
1414332629,1,42,0,42
1414332658,1,42,0,42
1414332725,1,42,0,42
1414332879,1,42,0,42
1414332943,1,41,1,42
1414333038,1,41,1,42
1414333294,1,42,0,42
1414333812,1,41,1,42
1414333966,1,42,0,42
1414334024,1,42,0,42
1414334263,1,42,0,42
1414334273,1,41,1,42
1414334510,1,41,1,42
1414334558,1,41,0,42
1414334572,1,41,0,42
1414334707,1,40,1,42
1414334864,1,40,1,42
1414334874,1,41,1,42
1414335060,1,42,0,42
1414335276,1,41,1,42
1414335560,1,40,2,42
1414335724,1,39,3,42
1414335831,1,38,4,42
1414335887,1,38,4,42
1414335949,1,39,3,42
1414336003,1,39,3,42
1414336024,1,39,3,42
1414336126,1,40,2,42
1414336236,1,40,2,42
1414336280,1,40,2,42
1414336323,1,38,4,42
1414336425,1,38,4,42
1414336474,1,37,5,42
1414336668,1,36,6,42
1414336718,1,36,6,42
1414336788,1,35,7,42
1414336905,1,36,6,42
1414336955,1,35,7,42
1414337084,1,35,7,42
1414337150,1,36,6,42
1414337210,1,35,7,42
1414337214,1,35,7,42
1414337325,1,36,6,42
1414337386,1,38,4,42
1414337411,1,38,4,42
1414337487,1,37,5,42
1414337562,1,35,7,42
1414337596,1,34,8,42
1414337702,1,35,7,42
1414338306,1,35,7,42
1414338500,1,36,6,42
1414338611,1,35,7,42
1414338888,1,36,6,42
1414338992,1,38,4,42
1414339392,1,40,2,42
1414339548,1,39,3,42
1414339616,1,40,2,42
1414339848,1,41,1,42
1414339851,1,42,0,42
1414340053,1,41,1,42
1414340269,1,40,2,42
1414340327,1,39,3,42
1414340388,1,37,5,42
1414340447,1,36,6,42
1414340509,1,33,9,42
1414340570,1,34,8,42
1414340625,1,30,12,42
1414340675,1,28,14,42
1414340734,1,27,15,42
1414340805,1,24,18,42
1414340843,1,22,20,42
1414341228,1,21,21,42
1414341492,1,22,20,42
1414341550,1,21,21,42
1414341627,1,22,20,42
1414342000,1,21,21,42
1414342088,1,23,19,42
1414342223,1,22,20,42
1414342274,1,23,19,42
1414342470,1,24,18,42
1414342749,1,25,17,42
1414342810,1,23,19,42
1414342898,1,24,18,42
1414343298,1,25,17,42
1414343569,1,24,18,42
1414343652,1,25,17,42
1414343921,1,25,17,42
1414343987,1,25,17,42
1414344021,1,24,18,42
1414344488,1,24,18,42
1414344585,1,24,18,42
1414344627,1,24,18,42
1414344933,1,25,17,42
1414345470,1,26,16,42
1414345518,1,26,16,42
1414345572,1,27,15,42
1414345730,1,26,16,42
1414345763,1,26,16,42
1414345892,1,25,17,42
1414346019,1,23,19,42
1414346045,1,22,20,42
1414346321,1,21,21,42
1414346358,1,20,22,42
1414346506,1,20,22,42
1414346516,1,19,23,42
1414346827,1,18,24,42
1414347349,1,17,25,42
1414347389,1,16,26,42
1414347993,1,16,26,42
1414348082,1,17,25,42
1414348708,1,18,24,42
1414348777,1,18,24,42
1414348833,1,17,25,42
1414349082,1,16,26,42
1414349208,1,20,22,42
1414349262,1,18,24,42
1414349363,1,19,23,42
1414349542,1,18,24,42
1414349618,1,17,25,42
1414349928,1,17,25,42
1414349942,1,17,25,42
1414350044,1,17,25,42
1414350050,1,16,26,42
1414350654,1,16,26,42
1414351151,1,17,25,42
1414351357,1,17,25,42
1414351384,1,16,26,42
1414351725,1,17,25,42
1414352028,1,16,26,42
1414352140,1,17,25,42
1414352219,1,18,24,42
1414352868,1,18,24,42
1414352875,1,20,22,42
1414352979,1,21,21,42
1414353142,1,22,20,42
1414353706,1,21,21,42
1414354061,1,20,22,42
1414354185,1,21,21,42
1414354248,1,21,21,42
1414354257,1,20,22,42
1414354815,1,21,21,42
1414354954,1,20,22,42
1414355019,1,19,23,42
1414355248,1,19,23,42
1414355304,1,18,24,42
1414355918,1,18,24,42
1414355940,1,19,23,42
1414356221,1,20,22,42
1414356409,1,20,22,42
1414356412,1,19,23,42
1414356745,1,18,24,42
1414357357,1,19,23,42
1414357641,1,18,24,42
1414357956,1,17,25,42
1414357995,1,16,26,42
1414358059,1,17,25,42
1414358270,1,17,25,42
1414358273,1,16,26,42
1414358509,1,17,25,42
1414358589,1,18,24,42
1414358806,1,19,23,42
1414359409,1,19,23,42
1414359886,1,21,21,42
1414360490,1,21,21,42
1414361028,1,21,21,42
1414361072,1,22,20,42
1414361119,1,22,20,42
1414361356,1,21,21,42
1414361826,1,22,20,42
1414362430,1,22,20,42
1414363033,1,22,20,42
1414363621,1,23,19,42
1414363725,1,23,19,42
1414363769,1,21,21,42
1414364085,1,21,21,42
1414364112,1,20,22,42
1414364245,1,20,22,42
1414364307,1,19,23,42
1414364356,1,18,24,42
1414364961,1,18,24,42
1414365226,1,18,24,42
1414365273,1,17,25,42
1414365876,1,17,25,42
1414366177,1,16,26,42
1414366780,1,16,26,42
1414367264,1,16,26,42
1414367317,1,14,28,42
1414367341,1,13,29,42
1414367689,1,15,27,42
1414367693,1,15,27,42
1414367857,1,15,27,42
1414367895,1,14,28,42
1414368499,1,14,28,42
1414368893,1,15,27,42
1414369426,1,14,28,42
1414369468,1,14,28,42
1414370072,1,14,28,42
1414370675,1,14,28,42
1414371279,1,14,28,42
1414371828,1,14,28,42
1414371845,1,16,26,42
1414372448,1,16,26,42
1414373052,1,16,26,42
1414373656,1,16,26,42
1414374259,1,16,26,42
1414374863,1,16,26,42
1414375466,1,16,26,42
1414376070,1,16,26,42
1414376238,1,16,26,42
1414376365,1,16,26,42
1414376969,1,16,26,42
1414377573,1,16,26,42
1414378176,1,16,26,42
1414378780,1,16,26,42
1414379383,1,16,26,42
1414379987,1,16,26,42
1414380590,1,16,26,42
1414381194,1,16,26,42
1414381386,1,17,25,42
1414381990,1,17,25,42
1414382593,1,17,25,42
1414383197,1,17,25,42
1414383801,1,17,25,42
1414384404,1,17,25,42
1414384781,1,17,25,42
1414384802,1,16,26,42
1414385406,1,16,26,42
1414386009,1,16,26,42
1414386613,1,16,26,42
1414387216,1,16,26,42
1414387820,1,16,26,42
1414388423,1,16,26,42
1414388844,1,17,25,42
1414389458,1,17,25,42
1414389521,1,16,26,42
1414390125,1,16,26,42
1414390729,1,16,26,42
1414391332,1,16,26,42
1414391619,1,15,27,42
1414391908,1,16,26,42
1414392075,1,15,27,42
1414392262,1,15,27,42
1414392404,1,16,26,42
1414392468,1,16,26,42
1414392470,1,17,25,42
1414393064,1,18,24,42
1414393241,1,18,24,42
1414393252,1,16,26,42
1414393855,1,16,26,42
1414394001,1,17,25,42
1414394147,1,18,24,42
1414394321,1,17,25,42
1414394605,1,17,25,42
1414394635,1,16,26,42
1414395280,1,17,25,42
1414395378,1,17,25,42
1414395414,1,16,26,42
1414395516,1,15,27,42
1414395688,1,14,28,42
1414395743,1,15,27,42
1414395943,1,15,27,42
1414395994,1,14,28,42
1414396044,1,12,30,42
1414396155,1,13,29,42
1414396273,1,12,30,42
1414396364,1,11,31,42
1414396511,1,12,30,42
1414396607,1,13,29,42
1414396729,1,13,29,42
1414396744,1,13,29,42
1414396897,1,12,30,42
1414397082,1,12,30,42
1414397143,1,13,29,42
1414397382,1,12,30,42
1414397569,1,10,32,42
1414397989,1,11,31,42
1414398018,1,10,32,42
1414398101,1,11,31,42
1414398339,1,11,31,42
1414398352,1,10,32,42
1414398538,1,11,31,42
1414398644,1,12,30,42
1414398829,1,13,29,42
1414399331,1,12,30,42
1414399407,1,13,29,42
1414399769,1,12,30,42
1414399906,1,13,29,42
1414399921,1,12,30,42
