# timestamp,status,avbikes,avstamps,totstamps
1418300023,1,22,19,42
1418300064,1,22,19,42
1418300143,1,22,19,42
1418300181,1,22,19,42
1418300295,1,21,20,42
1418300377,1,21,20,42
1418300418,1,21,20,42
1418300501,1,21,20,42
1418300538,1,19,22,42
1418300748,1,19,22,42
1418300773,1,19,22,42
1418300920,1,19,22,42
1418300972,1,17,24,42
1418301107,1,17,24,42
1418301164,1,17,24,42
1418301170,1,16,25,42
1418301266,1,17,24,42
1418301465,1,17,24,42
1418301480,1,17,24,42
1418301770,1,16,24,42
1418301819,1,16,24,42
1418301834,1,16,24,42
1418301949,1,16,24,42
1418302003,1,15,25,42
1418302121,1,15,25,42
1418302176,1,13,27,42
1418302234,1,13,27,42
1418302262,1,12,28,42
1418302482,1,13,27,42
1418302545,1,13,27,42
1418302848,1,13,27,42
1418302899,1,13,27,42
1418303202,1,13,27,42
1418303254,1,14,26,42
1418303313,1,14,26,42
1418303360,1,15,25,42
1418303567,1,15,25,42
1418303607,1,15,25,42
1418303793,1,14,26,42
1418303828,1,13,27,42
1418303921,1,13,27,42
1418303960,1,13,27,42
1418304054,1,13,27,42
1418304159,1,12,28,42
1418304289,1,12,28,42
1418304313,1,12,28,42
1418304496,1,13,27,42
1418304643,1,13,27,42
1418304671,1,14,26,42
1418305005,1,14,26,42
1418305022,1,14,26,42
1418305359,1,15,25,42
1418305425,1,14,26,42
1418305664,1,14,26,42
1418305728,1,14,26,42
1418305845,1,16,24,42
1418305881,1,17,23,42
1418305943,1,16,24,42
1418306018,1,17,23,42
1418306084,1,17,23,42
1418306208,1,17,23,42
1418306376,1,18,22,42
1418306444,1,18,22,42
1418306748,1,17,23,42
1418306806,1,16,24,42
1418306838,1,15,25,42
1418306927,1,16,25,42
1418306974,1,15,26,42
1418307028,1,14,27,42
1418307108,1,14,27,42
1418307150,1,16,25,42
1418307223,1,16,25,42
1418307288,1,16,25,42
1418307334,1,16,25,42
1418307468,1,16,25,42
1418307526,1,16,25,42
1418307562,1,17,24,42
1418307646,1,18,23,42
1418307654,1,17,24,42
1418307821,1,17,24,42
1418307862,1,17,24,42
1418308001,1,16,25,42
1418308021,1,15,26,42
1418308118,1,15,26,42
1418308175,1,14,26,42
1418308248,1,14,26,42
1418308266,1,13,27,42
1418308338,1,12,28,42
1418308472,1,12,28,42
1418308544,1,11,29,42
1418308587,1,11,29,42
1418308686,1,12,28,42
1418308907,1,12,28,42
1418308923,1,12,28,42
1418309105,1,13,27,42
1418309193,1,12,28,42
1418309261,1,11,29,42
1418309276,1,11,29,42
1418309425,1,12,28,42
1418309567,1,12,28,42
1418309621,1,11,29,42
1418309631,1,11,29,42
1418309920,1,11,29,42
1418309984,1,11,29,42
1418310018,1,10,30,42
1418310056,1,10,30,42
1418310160,1,11,29,42
1418310287,1,11,29,42
1418310338,1,11,29,42
1418310402,1,12,28,42
1418310497,1,11,29,42
1418310576,1,12,28,42
1418310641,1,12,28,42
1418310693,1,11,29,42
1418310889,1,12,29,42
1418310906,1,10,31,42
1418311008,1,10,31,42
1418311047,1,9,32,42
1418311248,1,9,32,42
1418311306,1,11,30,42
1418311362,1,11,30,42
1418311401,1,11,30,42
1418311536,1,12,29,42
1418311570,1,13,28,42
1418311717,1,14,27,42
1418311757,1,14,27,42
1418311961,1,14,27,42
1418312027,1,12,29,42
1418312085,1,12,29,42
1418312110,1,12,29,42
1418312443,1,12,29,42
1418312463,1,13,28,42
1418312541,1,14,27,42
1418312803,1,15,26,42
1418312819,1,15,26,42
1418313108,1,15,26,42
