# timestamp,status,avbikes,avstamps,totstamps
1416900157,1,25,17,42
1416900188,1,24,18,42
1416900440,1,25,17,42
1416900475,1,24,18,42
1416900650,1,24,18,42
1416900681,1,24,18,42
1416900762,1,21,21,42
1416900812,1,18,24,42
1416900999,1,20,22,42
1416901119,1,20,22,42
1416901166,1,21,21,42
1416901303,1,21,21,42
1416901367,1,20,22,42
1416901424,1,19,22,42
1416901448,1,18,23,42
1416901544,1,17,24,42
1416901594,1,15,26,42
1416901665,1,14,27,42
1416901729,1,14,27,42
1416901732,1,15,26,42
1416901875,1,16,25,42
1416902026,1,17,24,42
1416902080,1,12,29,42
1416902146,1,11,30,42
1416902203,1,9,32,42
1416902268,1,9,32,42
1416902318,1,7,34,42
1416902371,1,7,34,42
1416902463,1,6,35,42
1416902602,1,7,34,42
1416902743,1,8,33,42
1416902807,1,7,34,42
1416902835,1,8,33,42
1416902887,1,7,34,42
1416903086,1,6,35,42
1416903128,1,6,35,42
1416903256,1,7,34,42
1416903511,1,5,36,42
1416903564,1,5,36,42
1416903634,1,7,34,42
1416903684,1,8,33,42
1416903928,1,8,33,42
1416903975,1,6,35,42
1416904021,1,7,34,42
1416904244,1,7,34,42
1416904315,1,6,35,42
1416904599,1,5,36,42
1416904969,1,4,37,42
1416905077,1,4,37,42
1416905148,1,4,37,42
1416905195,1,4,37,42
1416905673,1,5,36,42
1416905749,1,5,36,42
1416905806,1,6,35,42
1416906256,1,4,37,42
1416906441,1,5,36,42
1416906494,1,4,37,42
1416906570,1,3,38,42
1416906729,1,4,37,42
1416907232,1,4,37,42
1416907255,1,3,38,42
1416907421,1,3,38,42
1416908004,1,4,37,42
1416908385,1,5,36,42
1416908605,1,7,34,42
1416909000,1,8,33,42
1416909162,1,9,32,42
1416909750,1,10,31,42
1416909888,1,12,29,42
1416909928,1,11,30,42
1416910005,1,11,30,42
1416910068,1,9,32,42
1416910122,1,9,32,42
1416910176,1,9,32,42
1416910291,1,9,32,42
1416910366,1,9,32,42
1416910424,1,7,34,42
1416910434,1,8,33,42
1416910606,1,8,33,42
1416910618,1,7,34,42
1416910683,1,6,35,42
1416910776,1,7,34,42
