# timestamp,status,avbikes,avstamps,totstamps
1415700016,1,34,8,42
1415700238,1,35,7,42
1415700397,1,36,6,42
1415700453,1,36,6,42
1415700483,1,35,7,42
1415700697,1,35,7,42
1415700742,1,34,8,42
1415701068,1,34,8,42
1415701115,1,34,8,42
1415701404,1,34,8,42
1415701437,1,33,8,42
1415701528,1,34,7,42
1415701877,1,35,6,42
1415702070,1,36,5,42
1415702310,1,35,6,42
1415702378,1,34,7,42
1415702439,1,33,8,42
1415702671,1,34,7,42
1415702717,1,34,7,42
1415702923,1,34,7,42
1415703526,1,34,7,42
1415703602,1,35,6,42
1415703875,1,36,5,42
1415704179,1,36,5,42
1415704271,1,37,4,42
1415704334,1,36,5,42
1415704429,1,34,7,42
1415704537,1,35,6,42
1415704607,1,34,7,42
1415704781,1,34,7,42
1415704818,1,34,7,42
1415704880,1,34,7,42
1415705007,1,35,6,42
1415705622,1,35,6,42
1415705667,1,34,7,42
1415705768,1,35,6,42
1415705835,1,35,6,42
1415705928,1,34,7,42
1415706214,1,36,5,42
1415706753,1,37,4,42
1415706818,1,38,3,42
1415706853,1,38,3,42
1415706931,1,38,3,42
1415707006,1,38,3,42
1415707053,1,38,3,42
1415707082,1,36,5,42
1415707188,1,36,5,42
1415707249,1,36,5,42
1415707310,1,36,5,42
1415707368,1,33,7,42
1415707421,1,34,6,42
1415707484,1,34,6,42
1415707597,1,33,7,42
1415707668,1,34,6,42
1415707682,1,34,6,42
1415707766,1,35,5,42
1415707834,1,35,5,42
1415707905,1,35,5,42
1415707968,1,34,6,42
1415708030,1,36,4,42
1415708044,1,36,4,42
1415708149,1,36,4,42
1415708208,1,36,4,42
1415708210,1,37,3,42
1415708276,1,38,2,42
1415708385,1,41,0,42
1415708400,1,42,0,42
1415708492,1,42,0,42
1415708602,1,42,0,42
1415709206,1,42,0,42
1415709406,1,41,1,42
1415709456,1,42,0,42
1415709525,1,42,0,42
1415709579,1,42,0,42
1415709638,1,42,0,42
1415709668,1,42,0,42
1415709746,1,42,0,42
