# timestamp,status,avbikes,avstamps,totstamps
1413300497,1,3,17,20
1413300662,1,4,16,20
1413300673,1,4,16,20
1413300893,1,3,17,20
1413301181,1,4,16,20
1413301541,1,3,17,20
1413301725,1,3,17,20
1413301760,1,2,18,20
1413301861,1,1,19,20
1413302017,1,2,18,20
1413302621,1,2,18,20
1413303116,1,2,18,20
1413303135,1,1,19,20
1413303516,1,0,20,20
1413303657,1,1,19,20
1413304217,1,2,18,20
1413304739,1,3,17,20
1413304879,1,4,16,20
1413305017,1,5,15,20
1413305625,1,5,15,20
1413305921,1,6,14,20
1413306121,1,6,14,20
1413306123,1,5,15,20
1413306308,1,6,14,20
1413306394,1,5,15,20
1413306753,1,5,15,20
1413306823,1,4,16,20
1413306877,1,5,15,20
1413307355,1,4,16,20
1413307591,1,5,15,20
1413307707,1,6,14,20
1413307843,1,7,13,20
1413308261,1,8,12,20
1413308448,1,7,13,20
1413308836,1,8,12,20
1413309178,1,10,10,20
1413309347,1,10,10,20
1413309379,1,9,11,20
1413309984,1,9,11,20
1413310376,1,10,10,20
1413310407,1,9,11,20
1413310494,1,8,12,20
1413310590,1,8,12,20
1413310672,1,8,12,20
1413310716,1,7,13,20
1413310834,1,7,13,20
1413310866,1,8,12,20
1413311509,1,7,13,20
1413311861,1,7,13,20
1413311886,1,6,14,20
1413312290,1,5,15,20
1413312380,1,6,14,20
1413312778,1,5,15,20
1413312833,1,5,15,20
1413312874,1,4,16,20
1413313075,1,4,16,20
1413313089,1,6,14,20
1413313260,1,7,13,20
1413313435,1,8,12,20
1413313446,1,8,12,20
1413313716,1,9,11,20
1413313749,1,10,10,20
1413314355,1,11,9,20
1413314726,1,12,8,20
1413314837,1,13,7,20
1413314991,1,13,7,20
1413315016,1,12,8,20
1413315222,1,13,7,20
1413315421,1,13,7,20
1413315423,1,12,8,20
1413315955,1,12,8,20
1413315995,1,11,9,20
1413316197,1,12,8,20
1413316213,1,12,8,20
1413316817,1,12,8,20
1413317421,1,12,8,20
1413317642,1,13,7,20
1413318246,1,13,7,20
1413318691,1,13,7,20
1413318746,1,12,8,20
1413318835,1,14,6,20
1413319441,1,13,7,20
1413319609,1,14,6,20
1413320213,1,14,6,20
1413320817,1,14,6,20
1413321421,1,14,6,20
1413321951,1,14,6,20
1413322017,1,13,7,20
1413322621,1,13,7,20
1413323225,1,13,7,20
1413323829,1,13,7,20
1413324434,1,13,7,20
1413324778,1,14,6,20
1413324808,1,14,6,20
1413325441,1,13,7,20
1413326045,1,13,7,20
1413326526,1,14,6,20
1413327131,1,14,6,20
1413327735,1,14,6,20
1413328339,1,14,6,20
1413328944,1,14,6,20
1413329548,1,14,6,20
1413330153,1,14,6,20
1413330757,1,14,6,20
1413331362,1,14,6,20
1413331966,1,14,6,20
1413332570,1,14,6,20
1413333174,1,14,6,20
1413333655,1,14,6,20
1413333682,1,13,7,20
1413334287,1,13,7,20
1413334891,1,13,7,20
1413335496,1,13,7,20
1413336100,1,13,7,20
1413336704,1,13,7,20
1413337309,1,13,7,20
1413337913,1,13,7,20
1413338517,1,13,7,20
1413339122,1,13,7,20
1413339588,1,14,6,20
1413340192,1,14,6,20
1413340796,1,14,6,20
1413341400,1,14,6,20
1413341700,1,14,6,20
1413341705,1,14,6,20
1413342309,1,14,6,20
1413342914,1,14,6,20
1413343518,1,14,6,20
1413344122,1,14,6,20
1413344727,1,14,6,20
1413345331,1,14,6,20
1413345935,1,14,6,20
1413346540,1,14,6,20
1413347144,1,14,6,20
1413347748,1,14,6,20
1413348353,1,14,6,20
1413348957,1,14,6,20
1413349561,1,14,6,20
1413350165,1,14,6,20
1413350820,1,14,6,20
1413350855,1,14,6,20
1413351107,1,13,7,20
1413351250,1,13,7,20
1413351343,1,12,8,20
1413351759,1,12,8,20
1413351791,1,11,9,20
1413352112,1,10,10,20
1413352717,1,10,10,20
1413352898,1,11,9,20
1413353156,1,11,9,20
1413353198,1,10,10,20
1413353320,1,10,10,20
1413353370,1,8,12,20
1413353460,1,8,12,20
1413353463,1,7,13,20
1413354067,1,7,13,20
1413354237,1,6,14,20
1413354294,1,6,14,20
1413354599,1,5,15,20
1413354641,1,4,16,20
1413354778,1,4,16,20
1413354803,1,3,17,20
1413354950,1,3,17,20
1413354975,1,2,18,20
1413355232,1,2,18,20
1413355305,1,0,20,20
1413355909,1,0,20,20
1413356408,1,1,19,20
1413356567,1,1,19,20
1413356597,1,0,20,20
1413357201,1,0,20,20
1413357806,1,0,20,20
1413358410,1,0,20,20
1413359014,1,0,20,20
1413359064,1,1,19,20
1413359421,1,1,19,20
1413359471,1,0,20,20
1413360075,1,0,20,20
1413360439,1,1,19,20
1413360601,1,2,18,20
1413360880,1,1,19,20
1413361484,1,1,19,20
1413361962,1,0,20,20
1413362566,1,0,20,20
1413362978,1,1,19,20
1413363054,1,0,20,20
1413363626,1,1,19,20
1413364133,1,0,20,20
1413364199,1,1,19,20
1413364213,1,1,19,20
1413364345,1,1,19,20
1413364405,1,1,19,20
1413364451,1,1,19,20
1413364621,1,1,19,20
1413364659,1,1,19,20
1413365264,1,1,19,20
1413365868,1,1,19,20
1413366422,1,1,19,20
1413366424,1,2,18,20
1413366545,1,3,17,20
1413366657,1,4,16,20
1413366715,1,5,15,20
1413367020,1,5,15,20
1413367024,1,4,16,20
1413367305,1,5,15,20
1413367909,1,5,15,20
1413368514,1,5,15,20
1413369119,1,5,15,20
1413369724,1,5,15,20
1413369972,1,6,14,20
1413370576,1,6,14,20
1413371181,1,6,14,20
1413371785,1,6,14,20
1413372389,1,6,14,20
1413372997,1,5,15,20
1413373501,1,5,15,20
1413373503,1,4,16,20
1413374108,1,4,16,20
1413374712,1,4,16,20
1413375318,1,4,16,20
1413375923,1,4,16,20
1413376528,1,4,16,20
1413376972,1,5,15,20
1413377577,1,5,15,20
1413377937,1,6,14,20
1413378416,1,7,13,20
1413379020,1,7,13,20
1413379327,1,8,12,20
1413379932,1,8,12,20
1413380536,1,8,12,20
1413380755,1,8,12,20
1413380777,1,7,13,20
1413381381,1,7,13,20
1413381473,1,6,14,20
1413382078,1,6,14,20
1413382686,1,6,14,20
1413383274,1,6,14,20
1413383307,1,5,15,20
1413383503,1,5,15,20
1413383545,1,4,16,20
1413383727,1,5,15,20
1413384331,1,5,15,20
1413384951,1,5,15,20
1413384985,1,4,16,20
1413385068,1,3,17,20
1413385433,1,2,18,20
1413385592,1,1,19,20
1413386196,1,1,19,20
1413386700,1,2,18,20
1413386703,1,1,19,20
1413387308,1,1,19,20
1413387493,1,2,18,20
1413387875,1,1,19,20
1413388098,1,2,18,20
1413388515,1,3,17,20
1413388674,1,2,18,20
1413388973,1,3,17,20
1413389038,1,3,17,20
1413389642,1,3,17,20
1413390288,1,2,18,20
1413390636,1,3,17,20
1413390703,1,2,18,20
1413390743,1,3,17,20
1413391064,1,2,18,20
1413391113,1,3,17,20
1413391489,1,3,17,20
1413391515,1,2,18,20
1413391782,1,3,17,20
1413391894,1,4,16,20
1413391956,1,3,17,20
1413392415,1,3,17,20
1413392465,1,2,18,20
1413392653,1,3,17,20
1413393020,1,4,16,20
1413393105,1,3,17,20
1413393129,1,2,18,20
1413393489,1,3,17,20
1413393585,1,3,17,20
1413393616,1,2,18,20
1413393725,1,3,17,20
1413394000,1,3,17,20
1413394057,1,3,17,20
1413394359,1,3,17,20
1413394389,1,2,18,20
1413394549,1,1,19,20
1413394599,1,0,20,20
1413394912,1,1,19,20
1413394993,1,2,18,20
